budget,revenue,popularity,runtime,vote_average,title,genres,success,roi
13719242,34144119,63.53270799320627,117,7.485582768596655,Movie 107,Adventure,0,2.4887759105058427
49715250,139038365,6.384684103708807,134,8.998509380574266,Movie 108,Horror,0,2.796694475035326
84139152,168406519,64.78141564143034,147,7.3495871851177155,Movie 109,Science Fiction,1,2.001523844690044
179271906,460208409,7.910264806848263,167,6.109912334575098,Movie 111,Horror,1,2.567097205961541
173552610,376162923,55.91408326822855,168,6.524086747458168,Movie 112,Comedy,1,2.1674287871556643
92355424,179443180,75.03164062617788,80,4.0452640504283455,Movie 113,Romance,1,1.942963090072544
187659194,257362230,81.2156000832536,86,8.777349805068226,Movie 114,Romance,1,1.3714341648509905
50583876,45435378,41.96891906675879,136,4.053478665807698,Movie 115,Animation,0,0.8982185943995277
198421286,399299981,21.212489357656057,174,4.065347518279337,Movie 116,Science Fiction,1,2.0123848053277915
112999993,146366504,5.191885598466,91,8.49100282784733,Movie 117,Animation,0,1.2952788766986916
172625499,460236267,58.39288955262525,84,5.791232598730026,Movie 118,Science Fiction,1,2.666096663969672
162226952,483978535,45.83819595649347,129,3.379129675647097,Movie 119,Romance,1,2.9833423425227146
52327755,124596016,94.92569511982138,121,6.589124999631172,Movie 120,Science Fiction,0,2.3810693961550613
80018913,58110073,6.999885863776068,91,6.610958091798287,Movie 121,Romance,0,0.7262042287427724
5545583,4285482,3.47165598988566,145,8.835134973801972,Movie 123,Drama,0,0.7727739355808037
189296765,402497758,17.971983494343732,153,6.264179791767454,Movie 124,Action,1,2.1262791152294653
55474455,133858592,45.90432099236058,158,6.3587743330785855,Movie 125,Drama,0,2.412977144164824
181844642,290120554,68.88435375043075,96,6.66439067786772,Movie 127,Adventure,1,1.5954308623511713
124685547,343314063,91.1110904519079,147,4.58579851664253,Movie 128,Drama,1,2.7534391215366765
54933927,148031985,64.26418373257715,150,4.723448087849045,Movie 129,Romance,0,2.694727886466227
107179285,138581667,95.39997468729938,141,6.068034538776796,Movie 130,Horror,0,1.292989284263279
53453338,142840766,88.27994834792176,120,7.840115128581477,Movie 131,Action,0,2.672251562661999
150099456,216020229,58.86547975754824,174,3.299187458965073,Movie 132,Comedy,1,1.4391806256779505
35045666,43532786,83.5454031409639,113,6.620425273321476,Movie 133,Animation,0,1.24217316914451
147939822,314029884,64.61518342203976,149,7.840668855037884,Movie 134,Science Fiction,1,2.1226866421402075
111573005,147382703,8.777225261448987,124,3.941503632223363,Movie 135,Action,0,1.3209530656631503
157396162,326679176,74.31590760269148,137,3.0901352518833978,Movie 136,Comedy,1,2.075521866918204
47321408,95805953,10.395935685467276,130,4.876279770848749,Movie 137,Comedy,0,2.0245795095530545
148014660,282500383,59.81419527640153,113,6.528862240377589,Movie 138,Action,1,1.9085973173197843
91053374,132122931,70.56138037996466,123,3.829699040428486,Movie 139,Drama,0,1.451049260404123
174660954,347787282,23.848670738726643,157,6.313928984245668,Movie 141,Thriller,1,1.9912136859163156
98636744,183880316,91.65155099390331,149,6.593298568543903,Movie 142,Comedy,1,1.8642172130093837
100483854,161884375,62.01513473105674,129,4.646470326002251,Movie 143,Adventure,1,1.6110486267773925
110174313,59126988,25.382315862242628,111,5.400177815917749,Movie 144,Adventure,0,0.5366676350412096
8887739,17487997,69.37729734365266,146,7.670035374405352,Movie 145,Animation,0,1.967654203166857
195954700,180496022,60.08086557620727,82,8.647288164724113,Movie 146,Horror,1,0.921110960849625
62071026,130748887,50.65599429187689,165,8.171281986709543,Movie 147,Romance,0,2.106439919327256
135987326,326146674,97.64251052382028,165,6.385701010400592,Movie 148,Comedy,1,2.39836081488947
90178975,157913600,68.66192396334338,153,5.461756817663679,Movie 149,Thriller,1,1.751113272245554
163651376,471102626,80.20726977560993,146,3.7497393965041086,Movie 151,Horror,1,2.8786963942179136
8971379,23486338,88.57374599919758,155,3.639307483296678,Movie 152,Adventure,0,2.617918382447113
4331068,12064585,13.396835392166311,172,7.1301457494819465,Movie 153,Adventure,0,2.7855912213800385
37810847,95828405,20.85474480668138,127,4.558766497026962,Movie 154,Action,0,2.5344157193833823
35428803,27361517,22.40647390365019,96,4.527970118594681,Movie 155,Comedy,0,0.7722958351147229
140871965,122907921,69.42996912926749,86,8.989170326866713,Movie 156,Thriller,0,0.8724796378044418
62553124,113631471,60.700915950275046,92,4.127555747242773,Movie 157,Science Fiction,0,1.8165594894988777
181033766,201884175,62.28016490516023,145,3.888358556932978,Movie 158,Animation,1,1.1151741438113816
152968492,258782715,94.1365566692606,83,3.592111366559524,Movie 159,Animation,1,1.6917386817149247
172116174,255749713,77.8152417479233,89,6.478832071000777,Movie 160,Drama,1,1.4859133052771671
24841962,46542300,13.665755526666535,167,6.767182956012609,Movie 161,Adventure,0,1.873535592720092
67834972,160578219,35.40320116009292,96,5.191367557541292,Movie 162,Drama,1,2.367189286965431
178374243,408249993,44.10397097139783,131,6.212480013068807,Movie 163,Romance,1,2.2887272631620923
23993420,43262183,40.20019728601289,85,7.730397185669475,Movie 164,Science Fiction,0,1.8030853042209072
63190751,161514519,67.26155230702604,162,7.90862500993049,Movie 165,Science Fiction,1,2.555983533096481
157188486,247910642,89.29741722239969,148,8.74747245429389,Movie 166,Animation,1,1.5771552249698493
171731194,470850136,31.299094888756013,175,7.945607915537247,Movie 167,Thriller,1,2.7417857235651666
156569237,451960599,79.15153276944498,88,4.077941795021076,Movie 169,Comedy,1,2.886650070345556
24484187,52316163,42.205587825689584,170,3.5985813462170544,Movie 170,Horror,0,2.136732700170931
196995197,285679730,17.64369471153029,156,3.327071339465155,Movie 171,Adventure,1,1.4501862702774424
37093880,36829968,48.02014556111108,162,6.999154990712302,Movie 172,Animation,0,0.992885295364087
185658932,315241082,6.467029553559819,100,7.8452175323879585,Movie 173,Drama,1,1.6979580707703306
82752859,81627073,94.2959619462254,103,6.052103704104474,Movie 174,Thriller,0,0.9863958053703016
133888171,122618672,8.407299314302332,83,3.32828504900184,Movie 175,Drama,0,0.9158290167396492
179283859,366344943,44.40721480980724,103,6.212823447548029,Movie 176,Thriller,1,2.0433793931220547
36563453,79534288,98.54507939644128,178,6.585679145594763,Movie 178,Adventure,0,2.175240068272545
51873983,94963134,12.328720342623498,147,7.800915890350503,Movie 180,Thriller,0,1.830650520897923
91586459,178807003,1.8619085591918143,119,8.592774598683917,Movie 181,Thriller,1,1.9523301255702004
189110296,136928306,16.40157225006093,127,7.62137259389924,Movie 182,Animation,0,0.7240658435646465
24637222,56519991,21.52002492769909,133,7.486203084078538,Movie 183,Romance,0,2.2940894472599225
137702141,206520578,63.42751321672614,114,4.404615989823844,Movie 184,Drama,1,1.49976301385176
96057280,282582564,22.75097224874864,174,3.3595509319264885,Movie 185,Horror,1,2.941813093187731
174667704,446788640,3.031560658203196,135,6.105596790322847,Movie 186,Thriller,1,2.557935037607181
98453338,177826675,82.83521620474639,168,3.746605247680531,Movie 187,Adventure,1,1.806202599245543
3235000,2614063,37.19397439939271,119,8.773175257667948,Movie 188,Thriller,0,0.8080565687789799
24685747,65381175,36.01597197149266,156,4.739548575798171,Movie 189,Action,0,2.648539458822129
173094412,432641302,30.94542388762473,147,8.117665220305758,Movie 190,Animation,1,2.4994527379659144
30859174,29669948,97.56195443749569,125,5.325747751214756,Movie 191,Science Fiction,0,0.961462805193684
171320581,212128410,17.841426313618868,157,4.939165499144265,Movie 192,Action,1,1.238195719170483
47159303,117120984,89.92556833137027,92,8.610951434259727,Movie 193,Action,0,2.4835181300283424
147412954,141969158,77.90352988184891,106,5.179935432517344,Movie 194,Horror,0,0.9630711151748576
183153864,511801718,8.571515594431995,85,5.3417274519788185,Movie 195,Romance,1,2.7943812203710863
22200096,15930731,27.865230390362044,115,7.022679991695056,Movie 197,Science Fiction,0,0.7175973923716366
84375337,214260335,10.759709775218822,178,4.733036486865081,Movie 198,Action,1,2.539371605709853
108868843,156093339,83.10210917845018,160,6.513625007037043,Movie 199,Science Fiction,1,1.433774206638717
24234510,44015879,70.96087783409229,81,6.548110224319257,Movie 200,Horror,0,1.8162479455949387
186933626,145950458,62.10466178191218,156,7.315198173574602,Movie 201,Science Fiction,0,0.7807608567973747
46968757,23787798,16.44210550619438,131,7.471448917034648,Movie 202,Science Fiction,0,0.5064600283120118
135278815,283404114,48.37111550934023,145,6.086714606409236,Movie 203,Animation,1,2.0949630139796835
67653416,134213987,31.058769876240184,171,8.024705369008403,Movie 205,Science Fiction,0,1.9838464180433992
124850419,310173340,31.857293022989104,122,4.8591938964509085,Movie 206,Science Fiction,1,2.484359623975311
148240432,138891442,18.25009676289257,101,5.407515499222368,Movie 208,Science Fiction,0,0.9369336025680228
17816569,24977605,87.6651568870616,134,8.13047031581813,Movie 209,Animation,0,1.401931258481922
108147827,298999299,44.732902672133,146,5.591511186874973,Movie 210,Drama,1,2.7647277554638245
8654909,20986957,98.43921542420895,178,5.316595133024906,Movie 211,Thriller,0,2.424861659435125
38814054,73420379,40.17508839380547,139,7.1389421573858245,Movie 212,Animation,0,1.891592643221448
107388866,122327999,71.80345902324389,137,6.614646659168656,Movie 213,Adventure,0,1.13911249421332
100157604,125712942,28.909985247568184,91,3.643481000975077,Movie 214,Animation,0,1.2551512514217094
150638768,350972537,37.01715447295242,167,6.04901283806378,Movie 215,Comedy,1,2.329895163507976
159428240,418967155,19.88187277149857,148,7.412870329999485,Movie 216,Comedy,1,2.627935646783782
73073914,159196028,35.3591744814401,163,8.952448587548137,Movie 217,Drama,1,2.1785616683950995
168997441,426519956,55.17651452164367,118,6.774881003821915,Movie 218,Comedy,1,2.523824937680565
12506305,30223241,99.18551521694567,92,5.221758398647907,Movie 219,Thriller,0,2.416640326619253
155777819,136190303,66.75596959410679,120,4.3569095988127104,Movie 220,Thriller,0,0.8742599162978395
142951830,222985132,20.72534948642309,136,8.236981404919922,Movie 221,Adventure,1,1.5598620318466716
124035620,109456411,5.451182717563562,132,7.887391272681016,Movie 222,Thriller,0,0.8824594983279803
140892447,153303516,13.50929165013655,91,4.40353692467631,Movie 223,Drama,1,1.0880889590909015
143875872,384601652,56.69296492603169,92,4.203792540879441,Movie 224,Thriller,1,2.6731490600453145
41163712,69246827,76.75087255285986,153,7.290820660867054,Movie 225,Romance,0,1.6822298970510725
86447809,158925241,94.10150152277394,176,4.889712371512557,Movie 226,Thriller,1,1.8383952449274916
133863028,126649807,2.566494027685261,136,4.838392790171747,Movie 227,Animation,0,0.9461149123266508
45165849,57842975,52.75325401462511,119,3.913741482405932,Movie 228,Thriller,0,1.2806794576140923
130693942,140576419,47.6158682660945,159,4.583853118258979,Movie 229,Thriller,0,1.0756154175837775
79826934,81061490,65.9494471755947,124,5.565045345555897,Movie 230,Science Fiction,0,1.0154654067009514
50905866,106642799,56.398306592068856,114,7.397030023634493,Movie 231,Action,0,2.094901970629475
175875390,200886562,69.01687590766558,82,5.017848566482499,Movie 232,Horror,1,1.1422096178436334
141877636,295110975,66.15017589016985,84,4.971626036879056,Movie 233,Romance,1,2.080038710258747
32378291,20920796,12.584160760936674,169,4.709479515314615,Movie 234,Action,0,0.6461365116522055
198238369,169381995,80.17207344825324,90,5.869702005066258,Movie 235,Thriller,1,0.8544359795454128
37634821,44648093,13.20002499591616,150,4.083820187647892,Movie 236,Adventure,0,1.1863506139699722
103325205,205887590,70.15453189570458,135,5.913784404192754,Movie 237,Romance,1,1.9926172902342656
154651082,338624490,42.198391396420064,89,7.22505333716814,Movie 238,Thriller,1,2.1896031092753687
17887294,28741168,51.87122272308319,113,3.1787430241957333,Movie 239,Adventure,0,1.6067923968823905
120356143,194312259,90.42650342319534,146,3.058676281834571,Movie 240,Romance,1,1.6144772851353335
98935968,228669924,89.09848892087517,151,3.450737460927056,Movie 241,Romance,1,2.3112921278538456
111456008,60136393,81.96777425984793,110,6.213960370368673,Movie 242,Thriller,0,0.5395527264891813
36562619,49459171,51.504689665176,154,8.126730499112421,Movie 243,Comedy,0,1.3527250605324526
36213498,92227364,73.88774120324948,150,3.029306796121512,Movie 244,Horror,0,2.546767616870373
36703247,73701901,51.77680849636213,145,8.619967827508086,Movie 245,Horror,0,2.0080485249711013
176127900,236551716,87.09100216500296,149,3.637671069423215,Movie 246,Drama,1,1.3430678274140553
197962050,547129885,40.87480749005709,120,8.051901168349357,Movie 247,Thriller,1,2.763811978103884
122946771,298952059,97.0532990970728,142,5.89712858989768,Movie 248,Drama,1,2.4315568157540306
58805563,68346096,93.29995306465888,111,6.956144323673064,Movie 249,Thriller,0,1.1622386133774452
141621731,299278524,74.41865932572676,99,6.064097906683094,Movie 250,Adventure,1,2.1132245869809343
72244178,143720893,28.66217253343113,136,5.862289351076128,Movie 251,Adventure,0,1.989376818710568
102573977,154165588,14.03370529053258,177,8.009396570186349,Movie 252,Drama,1,1.5029697834568705
52939266,75035596,85.61564155922655,129,7.535318277406898,Movie 253,Science Fiction,0,1.4173901844426782
168485586,228955262,17.364926327658168,159,5.900413419138025,Movie 254,Science Fiction,1,1.3589011822055803
156331731,319368445,85.57181811073623,104,3.6698155763763696,Movie 255,Romance,1,2.042889456651638
87641503,140754430,49.58573566452368,91,3.692417755886449,Movie 256,Drama,0,1.6060248304961178
145639686,375700549,41.24912159700232,150,7.809236764314453,Movie 257,Thriller,1,2.5796577795423152
13984808,30403064,90.41588710460849,118,6.1763437280852,Movie 258,Comedy,0,2.1740065362356065
15764960,10638652,60.78124727148752,96,5.889534841316175,Movie 259,Drama,0,0.6748289878312409
97946087,205727974,58.08478670584206,124,7.083401048164291,Movie 260,Romance,1,2.100420550746453
51402943,60545912,56.31782851781537,90,8.153049500485562,Movie 261,Science Fiction,0,1.1778685901311137
77241446,153094861,37.74578208593361,149,6.773238866479831,Movie 262,Science Fiction,1,1.982029971318766
54777024,58998852,26.027045957561526,170,7.591623144701741,Movie 264,Thriller,0,1.0770729713246197
93649393,91384216,89.50453529964912,117,4.644499173845974,Movie 266,Horror,0,0.9758121550237918
179017694,112932809,34.41055224181492,81,7.806984403050952,Movie 267,Comedy,0,0.6308471887700665
11047453,15976727,73.2169132133347,165,5.2630727507054615,Movie 268,Thriller,0,1.44619099081028
35109026,104930389,34.42728089792423,168,3.4181441803807178,Movie 270,Romance,0,2.988701224579685
177308486,286509392,98.86364315154924,158,3.349305072452038,Movie 271,Science Fiction,1,1.6158808778052507
151255355,201763129,3.498497238978156,172,8.56202496060845,Movie 272,Animation,1,1.3339238733068326
21281689,41524565,26.01195703150738,151,6.89072948508861,Movie 273,Horror,0,1.951187473888938
192849071,139221309,52.48733205000389,116,5.277596138689994,Movie 274,Thriller,0,0.7219184841185986
72450611,210408480,52.673347344377824,128,7.530362488897097,Movie 275,Thriller,1,2.9041643278895197
128348283,267914220,59.30437441961085,131,7.033960859961848,Movie 276,Science Fiction,1,2.08740010959087
47510960,113413153,75.41594103026901,112,6.187206280917577,Movie 277,Action,0,2.3870945356608244
132437871,122663273,62.72430522141034,101,3.593240055975908,Movie 278,Horror,0,0.9261948419572524
96415947,150092901,6.297931828391286,97,8.196139144083748,Movie 280,Adventure,1,1.5567227794796228
35795514,44820736,27.27164104859557,173,8.267083866099386,Movie 283,Romance,0,1.252132767251226
114944584,193936382,20.75102617803124,143,6.937074217336122,Movie 285,Action,1,1.6872163546218062
158666402,126865292,24.47138614321667,158,4.690749885055596,Movie 287,Animation,0,0.7995725018079127
166165871,91402177,94.52190748493842,127,8.17125089409485,Movie 289,Thriller,0,0.5500658856715529
147720975,346102941,61.38421430100912,123,6.9244653177344855,Movie 290,Adventure,1,2.342950559323075
95962818,232373916,92.5277244044581,161,6.069543663879295,Movie 291,Thriller,1,2.4214995020258785
52910807,115287151,59.40484039737907,176,3.3207522756289087,Movie 293,Adventure,0,2.17889609961912
127736437,93544312,1.6370859381827754,95,5.674150741480479,Movie 294,Thriller,0,0.7323228531887107
129314487,147757081,77.479112321861,133,3.296097382184528,Movie 295,Comedy,0,1.1426181584743866
55847136,137928741,70.54634581725841,114,6.41600779144335,Movie 296,Animation,0,2.469754957532648
74150359,197367158,61.91011167495898,177,5.296375147906628,Movie 297,Action,1,2.661715474634452
93942922,166006169,51.77929431270181,81,4.833890981017101,Movie 299,Drama,1,1.7670960777651774
158319111,142211732,70.70424386081257,173,6.557896205804592,Movie 300,Thriller,0,0.8982600464450562
102164453,81131098,38.20469656876254,120,3.028274553133447,Movie 302,Animation,0,0.7941225702055097
189928103,202917903,71.10406165516191,159,3.4343363895858623,Movie 303,Drama,1,1.068393248786358
189673875,256853754,48.09309398308491,138,4.742209274916123,Movie 304,Animation,1,1.3541862525875006
79110973,114890794,67.76556552958417,148,8.293410486124591,Movie 305,Romance,0,1.4522738078319426
40501026,55316480,76.52644021988205,171,3.882089729398672,Movie 306,Adventure,0,1.3658044119672426
168381501,184821989,5.4997975431438,132,7.2653659827632495,Movie 307,Animation,1,1.0976383266710517
166363810,426426258,23.44737725628752,99,7.743405316146931,Movie 309,Science Fiction,1,2.5632152689939
156322520,187471164,67.33322124294911,103,4.457672170122264,Movie 310,Action,1,1.1992588399931117
22739356,64942862,47.36468840744754,140,8.45019156247849,Movie 311,Horror,0,2.855967512888228
146689489,393618016,77.58172144462384,170,3.5586429390503405,Movie 312,Adventure,1,2.6833416537431662
154794431,139997713,13.216680705354046,173,5.808851651224415,Movie 313,Action,0,0.9044105275337716
19877237,49011102,63.00591281396331,137,8.325251446358482,Movie 314,Thriller,0,2.465689874301946
47918818,92793279,28.56860216382768,106,6.847594255541218,Movie 315,Thriller,0,1.9364684454445436
116797711,223835619,85.44521753772855,105,5.481867388366193,Movie 316,Horror,1,1.91643840520128
158922984,234825698,92.90996705799444,86,4.756877200423013,Movie 317,Comedy,1,1.4776069017178786
106996448,187552201,99.64343107422648,121,5.2505964319101,Movie 318,Comedy,1,1.752882497557302
78633091,117395032,79.80473284030104,126,6.053650686055717,Movie 319,Horror,0,1.4929469324816445
56403796,104309319,75.61967297237246,132,4.914263579236844,Movie 320,Thriller,0,1.84933154144448
106797503,221057495,22.33457512788756,138,8.813807172493798,Movie 321,Thriller,1,2.069875126200282
158725830,346936493,34.26469884002076,117,8.59846591839687,Movie 322,Adventure,1,2.1857595137476995
144623362,264834731,47.10257163446568,148,8.224028809285924,Movie 323,Animation,1,1.8312029767362208
141071312,324965549,77.56472373044272,166,5.53097901313592,Movie 324,Thriller,1,2.303555162228873
25947744,22138488,91.58162064271887,171,7.147810616011373,Movie 325,Comedy,0,0.8531950985796685
183708911,189212136,19.72477090227548,177,8.416975842215788,Movie 326,Romance,1,1.0299562224284264
